toimipaikka_oid,nimi,nimi_sv,varhaiskasvatuspaikat,jarjestamismuoto_koodi,kasvatusopillinen_jarjestelma_koodi,toimipaikka_kayntiosoite,toimipaikka_kayntiosoite_postinumero,toimipaikka_kayntiosoite_postitoimipaikka,toimintamuoto_koodi,varda_toiminnallinenpainotus.toimintapainotus_kytkin,tp01_musiikki,tp02_liikunta,tp03_kuvataide,tp04_tiede,tp05_draama,tp06_ymparisto_ja_luonto,tp07_seikkailu,tp08_media,tp09_maailmankatsomuksellinen,tp99_muu,kielipainotus_kytkin,kielipainotus_fi,kielipainotus_sv,kielipainotus_en,kielipainotus_muu,alkamis_pvm,paattymis_pvm,jarjestaja_oid,jarjestaja_nimi,jarjestaja_y_tunnus,jarjestaja_yritysmuoto,jarjestaja_ytjkieli,jarjestaja_kayntiosoite,jarjestaja_kayntiosoite_postinumero,jarjestaja_kayntiosoite_postitoimipaikka,jarjestaja_alkamis_pvm,jarjestaja_paattymis_pvm
1.2.246.562.10.86788909967,Heikkilänkankaan päiväkoti,Heikkilänkankaan päiväkoti,89,['jm01'],kj98,Kyytipojantie 2,90310,OULU,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.98343673038,Kauniaisten kaupunki,0203026-2,KUNTA,,Kauniaistentie 10,02700,GRANKULLA,1978-06-30,
1.2.246.562.10.86806389663,HAAPAMÄEN ESIOPETUS,HAAPAMÄEN ESIOPETUS,0,['jm01'],kj98,RIIHONTIE 11,42800,HAAPAMÄKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-08-01,,1.2.246.562.10.17061224014,Karkkilan kaupunki,0127046-7,KUNTA,,Valtatie 26,03600,KARKKILA,1978-03-15,
1.2.246.562.10.86828518729,Hangonsillan päiväkoti,Hangonsillan päiväkoti,82,['jm01'],kj98,Suutarinkatu 4,05900,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2003-01-01,,1.2.246.562.10.556561431410,Sonkajärven kunta,9090160-2,KUNTA,,Rutakontie 28,74301,SONKAJÄRVI,1978-03-15,
1.2.246.562.10.86835696435,Virasojan päiväkoti,Virasojan päiväkoti,70,['jm01'],kj98,Vuoksenniskantie 96 D,55800,IMATRA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2009-05-01,,1.2.246.562.10.494695390410,Vantaan kaupunki,0124610-9,KUNTA,,Stationsvägen 7,01300,VANDA,1978-03-15,
1.2.246.562.10.86945022548,Lipunkantajan päiväkoti,Lipunkantajan päiväkoti,98,['jm01'],kj98,Tapparakuja 6,01700,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2010-11-01,,1.2.246.562.10.65653256340,Aamukasteen ilo,2039265-4,YKSITYINEN_ELINKEINONHARJOITTAJA,,Kauppakaari 13,04200,KERAVA,2006-05-31,
1.2.246.562.10.86948389738,Sandskutan,Sandskutan,60,['jm01'],kj98,Lodevägen 4,68600,JAKOBSTAD,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.90008375488,Espoon kaupunki,0101263-6,KUNTA,,Brogatan 11,02770,ESBO,1978-03-15,
1.2.246.562.10.86963837264,STORMIN KOULU ESIOPETUS-PÄIVÄHOITO,STORMIN KOULU ESIOPETUS-PÄIVÄHOITO,21,['jm01'],kj98,STORMINTIE 94,38220,SASTAMALA,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,2009-01-01,,1.2.246.562.10.94827187173,Quhasekka Testifirma,7016067-5,KOMMANDIITTIYHTIO,,test2,20100,ÅBO,2019-11-28,
1.2.246.562.10.86998496755,Tyttölän päiväkoti,Tyttölän päiväkoti,63,['jm01'],kj98,Kyyninkatu 35,37100,NOKIA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2003-01-20,,1.2.246.562.10.68032303478,Siikalatvan kunta,0189019-9,KUNTA,,Pulkkilantie 4,92600,PULKKILA,1978-03-15,
1.2.246.562.10.87008829654,LÄHTEENMÄEN KOULU,LÄHTEENMÄEN KOULU,11,['jm01'],kj98,LÄHTEENMÄEN KOULUTIE 70,32920,KAUVATSA,tm01,True,0,0,0,0,0,1,0,0,0,0,True,1,0,1,,2009-09-01,,1.2.246.562.10.52022343165,Vihdin kunta,0131905-6,KUNTA,,Asemantie 30,03100,NUMMELA,1978-03-15,
1.2.246.562.10.87036899810,LEHMIJÄRVEN KOULU,LEHMIJÄRVEN KOULU,14,['jm01'],kj98,KESÄKODINTIE 18,08500,LOHJA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-01-05,,1.2.246.562.10.67757437511,Muhoksen kunta,0186646-3,KUNTA,,ASEMATIE 14,91500,MUHOS,1978-03-15,
1.2.246.562.10.87059102985,DH Malmgårds förskola,DH Malmgårds förskola,21,['jm01'],kj98,Sorolavägen 2,00099,HELSINGFORS STAD,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,1,0,,2012-08-01,,1.2.246.562.10.59676978782,Keuruun kaupunki,0208388-2,KUNTA,,Multiantie 5,42700,KEURUU,1978-06-30,
1.2.246.562.10.87081408756,Kortesuon päiväkoti,Kortesuon päiväkoti,112,['jm01'],kj98,Taitoniekantie 9 Q,40740,JYVÄSKYLÄ,tm01,False,0,0,0,1,0,0,0,0,0,0,True,1,0,0,,1979-01-01,,1.2.246.562.10.83385931197,Utajärven kunta,0190224-1,KUNTA,,Laitilantie 5,91601,UTAJÄRVI,1978-03-15,
1.2.246.562.10.87101588603,PK Hippaheikki,PK Hippaheikki,77,['jm01'],kj98,Hiekkalaiturintie 5 A,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,1995-01-01,,1.2.246.562.10.501459103410,Kalajoen kaupunki,0185924-7,KUNTA,,KALAJOENTIE 5,85100,KALAJOKI,1978-03-15,
1.2.246.562.10.87103310832,Honkakylän VAKA,Honkakylän VAKA,58,['jm01'],kj98,Jouttikoskentie 25,61120,LOUKO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-01-01,,1.2.246.562.10.27580498759,PARIKKALAN KUNTA,1913642-6,KUNTA,,Harjukuja 6,59100,PARIKKALA,2004-08-26,
1.2.246.562.10.87200659339,Sarkkirannan päiväkoti,Sarkkirannan päiväkoti,142,['jm01'],kj98,Alangontie 5,90440,KEMPELE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.52482552628,Ypäjän kunta,0158301-7,KUNTA,,PERTTULANTIE 20,32100,YPÄJÄ,1978-03-15,
1.2.246.562.10.87244650583,Korson päiväkoti,Korson päiväkoti,84,['jm01'],kj98,Merikotkantie 8,01450,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1998-08-01,,1.2.246.562.10.52181390338,Raision kaupunki,0204428-5,KUNTA,,NALLINKATU 2,21200,RAISIO,1978-06-30,
1.2.246.562.10.87253528977,Punahilkan päiväkoti,Punahilkan päiväkoti,222,['jm01'],kj98,Sudentie 4,65350,VAASA,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,2010-11-01,,1.2.246.562.10.64435881079,Pirkkalan kunta,0152084-1,KUNTA,,Suupantie 6 C,33960,PIRKKALA,1978-03-15,
1.2.246.562.10.87267755004,Latupuiston päiväkoti,Latupuiston päiväkoti,96,['jm01'],kj98,Latukuja 2,01280,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,1990-08-01,,1.2.246.562.10.55100459001,Rauman kaupunki,0138780-9,KUNTA,,KANALINRANTA 3,26100,RAUMA,1978-03-15,
1.2.246.562.10.87301744675,Paavolan päiväkoti,Paavolan päiväkoti,64,['jm01'],kj98,Aittatie 3-5,05880,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,2003-01-01,,1.2.246.562.10.29649375564,Iitin kunta,0158766-7,KUNTA,,Rautatienkatu 22,47400,KAUSALA,1978-03-15,
1.2.246.562.10.87335950850,HÄIJÄÄN KOULU ESIOPETUS-PÄIVÄHOITO,HÄIJÄÄN KOULU ESIOPETUS-PÄIVÄHOITO,21,['jm01'],kj98,KYLÄRAITTI 63,38420,SASTAMALA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,0,0,0,,2009-01-01,,1.2.246.562.10.79856662832,Ruskon kunta,0204524-5,KUNTA,,VANHATIE 5,21290,RUSKO,1978-06-30,
1.2.246.562.10.87350620123,Sahanperän päiväkoti,Sahanperän päiväkoti,126,['jm01'],kj98,Ounasjoentie 77,96190,ROVANIEMI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2013-01-01,,1.2.246.562.10.730164316010,Taipalsaaren kunta,0163320-5,KUNTA,,Kellomäentie 1,54920,TAIPALSAARI,1978-03-15,
1.2.246.562.10.87384790355,ONNELAN PÄIVÄKOTI,ONNELAN PÄIVÄKOTI,33,['jm01'],kj98,ONNELANTIE 12,86400,VIHANTI,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,2010-08-01,,1.2.246.562.10.77340924875,Riihimäen kaupunki,0152563-4,KUNTA,,Kalevankatu 1,00000,,1978-03-15,
1.2.246.562.10.87401255499,Daghem Kanel,Daghem Kanel,10,['jm02'],kj98,Skrapbergsliden 2 c,01620,Vanda,tm01,False,0,0,0,0,0,0,0,1,1,0,False,1,0,0,,2012-01-01,,1.2.246.562.10.10421700658,Hausjärven kunta,0145997-2,KUNTA,,KESKUSTIE 2-4,12100,OITTI,1978-03-15,
1.2.246.562.10.87424940697,DH Blomängen,DH Blomängen,42,['jm01'],kj98,Sandarvsvägen 17 a,00099,HELSINGFORS STAD,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.91998925431,Kokemäen kaupunki,0203925-9,KUNTA,,TULKKILANTIE 2,32800,KOKEMÄKI,1978-06-30,
1.2.246.562.10.87493127085,Kallio,Kallio,48,['jm01'],kj98,Heinosentie 11,39700,PARKANO,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2016-01-01,,1.2.246.562.10.52429530125,Kankaanpään kaupunki,0133596-1,KUNTA,,Kuninkaanlähteenkatu 12,38700,KANKAANPÄÄ,1978-03-15,
1.2.246.562.10.87500301442,Runskilan Esiopetus,Runskilan Esiopetus,49,['jm01'],kj98,Ruununmyllyntie 32,13270,Hämeenlinna,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,2018-08-01,,1.2.246.562.10.10338723355,Suonenjoen kaupunki,0208061-4,KUNTA,,Keskuskatu 3,77600,SUONENJOKI,1978-06-30,
1.2.246.562.10.87596851672,Soppeenharjun päiväkoti,Soppeenharjun päiväkoti,91,['jm01'],kj98,Tornitie 2,33430,VUORENTAUSTA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,1,0,,2016-12-01,,1.2.246.562.10.94791481685,Keravan kaupunki,0127485-5,KUNTA,,​Kultasepänkatu 7,04250,KERAVA,1978-03-15,
1.2.246.562.10.87626933219,Silvastin päiväkoti,Silvastin päiväkoti,30,['jm01'],kj98,Haahkalantie 20,50500,Mikkeli,tm01,False,0,0,0,1,0,0,0,0,0,0,True,0,0,0,,2010-01-01,,1.2.246.562.10.83164221026,Saarijärven kaupunki,0176975-1,KUNTA,,Sivulantie 11,43100,SAARIJÄRVI,1978-03-15,
1.2.246.562.10.87665467681,Pohjoissaamen kielipesä,Pohjoissaamen kielipesä,21,['jm01'],kj98,Karhuntie 17,96500,ROVANIEMI,tm01,False,0,0,0,1,0,0,0,0,0,0,True,1,0,0,,2015-02-01,,1.2.246.562.10.95642610208,Myrskylän kunta,0203282-3,KUNTA,,VIRASTOTALO,07600,MYRSKYLÄ,1978-06-30,
1.2.246.562.10.87668084624,Klaavan päiväkoti,Klaavan päiväkoti,49,['jm01'],kj98,Vuoreksen puistokatu 87,33870,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-03-01,,1.2.246.562.10.61302864733,Sysmän kunta,0167352-2,KUNTA,,VALITTULANTIE 5,19700,SYSMÄ,1978-03-15,
1.2.246.562.10.87683984295,Korkeakosken päiväkoti,Korkeakosken päiväkoti,42,['jm01'],kj98,Veikkolantie 9,48600,KOTKA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2006-01-01,,1.2.246.562.10.97598980593,Lohjan kaupunki,1068322-0,KUNTA,,KARSTUNTIE 4,08101,LOHJA,1996-11-21,
1.2.246.562.10.87770362991,OJAKKALAN PÄIVÄKOTI,OJAKKALAN PÄIVÄKOTI,91,['jm01'],kj98,NUMMITIE 21,03250,OJAKKALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1987-08-01,,1.2.246.562.10.16982961803,Kittilän kunta,0191406-6,KUNTA,,Valtatie 15,99100,KITTILÄ,1978-03-15,
1.2.246.562.10.87779789657,Harjulan päiväkoti,Harjulan päiväkoti,63,['jm01'],kj98,Viljelystie 32,01800,KLAUKKALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,2002-08-01,,1.2.246.562.10.63478199944,Kempeleen kunta,0186002-9,KUNTA,,Asemantie 1,90440,KEMPELE,1978-03-15,
1.2.246.562.10.87788231550,Välikylän päiväkoti,Välikylän päiväkoti,122,['jm01'],kj98,Raivaajankuja 11-15,90940,JÄÄLI,tm01,True,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2012-01-01,,1.2.246.562.10.579477489510,Ilmajoen kunta,0178008-8,KUNTA,,Ilkantie 18,00000,,1978-03-15,
1.2.246.562.10.87801508513,PK Varhela,PK Varhela,75,['jm01'],kj98,Varhelantie 9,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,0,0,0,,1992-01-01,,1.2.246.562.10.57762983609,Janakkalan kunta,0147510-4,KUNTA,,Juttilantie 1,14200,TURENKI,1978-03-15,
1.2.246.562.10.87813584841,Renkomäen päiväkoti,Renkomäen päiväkoti,88,['jm01'],kj98,Lakkitehtantie 3,15680,LAHTI,tm01,False,0,0,0,0,0,0,1,0,0,0,False,1,0,0,,2006-05-01,,1.2.246.562.10.777203741710,Nykarleby stad,0183077-8,KUNTA,,Topeliusesplanaden 7,66900,UUSIKAARLEPYY,1978-03-15,
1.2.246.562.10.87878248696,ALANURMON PÄIVÄKOTI,ALANURMON PÄIVÄKOTI,168,['jm01'],kj98,VIERULANTIE 1,62100,LAPUA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2014-08-01,,1.2.246.562.10.88465313521,Karstulan kunta,9094917-1,KUNTA,,VIRASTOTIE 4,43500,KARSTULA,1978-03-15,
1.2.246.562.10.87885866399,Bjurböle daghem/Pellinge grupp,Bjurböle daghem/Pellinge grupp,5,['jm01'],kj98,Österbyvägen 40,07370,PELLINGE,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2004-08-01,,1.2.246.562.10.29215078881,Enonkosken kunta,0163687-9,KUNTA,,Enonkoskentie 3 T,58175,ENONKOSKI,1978-03-15,
1.2.246.562.10.87932454983,PK Lappi,PK Lappi,124,['jm01'],kj98,Lapinlahdenkatu 6 G,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.83037752777,Kaarinan kaupunki,0133226-9,KUNTA,,Lautakunnankatu 1,20780,KAARINA,1978-03-15,
1.2.246.562.10.87937991146,PK Hanna,PK Hanna,49,['jm01'],kj98,Tyynylaavantie 19,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.18819210842,Isojoen kunta,0178071-5,KUNTA,,TEOLLISUUSTIE 1,64901,ISOJOKI,1978-03-15,
1.2.246.562.10.87941225978,Inkerinpuiston päiväkoti,Inkerinpuiston päiväkoti,158,['jm01'],kj98,Pitkäkatu 76-78,65100,VAASA,tm01,False,0,0,0,0,1,0,0,0,0,0,True,1,0,0,,2005-01-01,,1.2.246.562.10.65218245689,ENONTEKIÖN KUNTA,0190662-1,KUNTA,,Ounastie 165,99400,ENONTEKIÖ,1978-03-15,
1.2.246.562.10.87966336882,PIRKKIÖN PÄIVÄKOTI,PIRKKIÖN PÄIVÄKOTI,60,['jm01'],kj98,KYRÖNTIE 12,95450,TORNIO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1989-01-16,,1.2.246.562.10.599832688110,Honkajoen kunta,0132697-7,KUNTA,,PORHONTIE 5,38950,HONKAJOKI,1978-03-15,
1.2.246.562.10.88026284047,Peukalopotin päiväkoti,Peukalopotin päiväkoti,54,['jm01'],kj98,Nyypakankuja 3,61100,PERÄSEINÄJOKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2015-08-01,,1.2.246.562.10.31374072721,Kangasniemen kunta,0164690-3,KUNTA,,Otto Mannisen  tie 2,51200,KANGASNIEMI,1978-03-15,
1.2.246.562.10.88059204987,Barnabo daghem Choraeusgatan 14,Barnabo daghem Choraeusgatan 14,0,['jm01'],kj98,Choraeusgatan 14,68600,JAKOBSTAD,tm01,False,0,0,0,0,0,0,1,0,0,0,False,1,0,0,,2016-08-01,2019-07-31,1.2.246.562.10.86262425969,Eurajoen kunta,0132322-3,KUNTA,,KALLIOTIE 5,27100,EURAJOKI,1978-03-15,
1.2.246.562.10.88060424236,PYYNPÄÄN PÄIVÄKOTI,PYYNPÄÄN PÄIVÄKOTI,219,['jm01'],kj98,PYYVAHE 5,26100,RAUMA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1988-01-01,,1.2.246.562.10.14920881407,Pargas stad,0136082-5,KUNTA,,Rantatie 28,21600,PARAINEN,1978-03-15,
1.2.246.562.10.88075722624,KOSKUEN ESIOPETUSRYHMÄ,KOSKUEN ESIOPETUSRYHMÄ,13,['jm01'],kj98,TAMPEREENTIE 1566,61720,KOSKUE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2000-08-01,,1.2.246.562.10.28805886679,Siikajoen kunta,2047359-3,KUNTA,,Siikasavontie 1 A,92400,RUUKKI,2006-07-06,
1.2.246.562.10.88076235758,Ruokopillin päiväkoti,Ruokopillin päiväkoti,105,['jm01'],kj98,Viljo Sohkasenkatu 10,01370,Vantaa,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,1998-08-01,,1.2.246.562.10.62362820896,Leppävirran kunta,0172231-2,KUNTA,,Savonkatu 39,79100,LEPPÄVIRTA,1978-03-15,
1.2.246.562.10.88117041561,Muurlan päiväkoti,Muurlan päiväkoti,52,['jm01'],kj98,Uotilantie 2,25130,MUURLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2008-01-01,,1.2.246.562.10.35139763102,Keiteleen kunta,0170773-7,KUNTA,,Laituritie 1,72600,KEITELE,1978-03-15,
1.2.246.562.10.88156518677,Pitkälammen päiväkoti,Pitkälammen päiväkoti,36,['jm01'],kj98,Saarijärventie 14 B,70460,KUOPIO,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,2003-01-01,,1.2.246.562.10.97762552632,Tohmajärven kunta,1919717-3,KUNTA,,Järnefeltintie 1,82600,TOHMAJÄRVI,2004-09-22,
1.2.246.562.10.88294474726,Kilvakkala,Kilvakkala,42,['jm01'],kj98,Kilvakkalantie 25,39500,IKAALINEN,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-01-01,,1.2.246.562.10.72521357425,Kaskisten kaupunki Kaskö stad,0208787-5,KUNTA,,Raatihuoneenkatu 34,64260,KASKINEN,1978-06-30,
1.2.246.562.10.88347438736,Huvikummun päiväkoti,Huvikummun päiväkoti,16,['jm01'],kj98,Tilhitie 9,84100,YLIVIESKA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2007-08-01,,1.2.246.562.10.54585363101,Mänttä-Vilppulan kaupunki,0157867-2,KUNTA,,Seppälän puistotie 15,35800,MÄNTTÄ,1978-03-15,
1.2.246.562.10.88355632071,Kuivasjärven päiväkoti,Kuivasjärven päiväkoti,103,['jm01'],kj98,Kalevalantie 11,90570,OULU,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.71641004123,Juupajoen kunta,0147705-4,KUNTA,,KOSKITIE 50,35500,KORKEAKOSKI,1978-03-15,
1.2.246.562.10.88357398085,Vaskitien päiväkoti,Vaskitien päiväkoti,67,['jm01'],kj98,Vaskitie 1,90250,OULU,tm01,True,1,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.74476197939,Lappeenrannan kaupunki,0162193-3,KUNTA,,Villimiehenkatu 1,53100,LAPPEENRANTA,1978-03-15,
1.2.246.562.10.88412193232,Päiväkoti Muksula,Päiväkoti Muksula,17,['jm01'],kj98,Mukulamäentie 1,28450,VANHA-ULVILA,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,2019-01-01,,1.2.246.562.10.66964696893,Savonlinnan kaupunki,0166906-4,KUNTA,,Olavinkatu 27,57130,SAVONLINNA,1978-03-15,
1.2.246.562.10.88413164182,Leppäkaarteen päiväkoti,Leppäkaarteen päiväkoti,141,['jm01'],kj98,Leppäkaarteentie 29,71850,LEPPÄKAARRE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,0,0,0,,1981-08-01,,1.2.246.562.10.17131065538,Taivalkosken kunta,0190100-3,KUNTA,,Urheilutie 4 B,00000,,1978-03-15,
1.2.246.562.10.88473739899,ISOPALON PÄIVÄKOTI,ISOPALON PÄIVÄKOTI,137,['jm01'],kj98,ISOPALONTIE 41,95410,KIVIRANTA,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,1,,1979-01-01,,1.2.246.562.10.98501788818,Salon kaupunki,0139533-1,KUNTA,,Tehdaskatu 2,24100,SALO,1978-03-15,
1.2.246.562.10.88504163994,Villityksen päiväkoti,Villityksen päiväkoti,18,['jm01'],kj98,Pitkäkatu 21,65100,VAASA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2005-01-01,,1.2.246.562.10.64202244238,Kivijärven kunta,0176150-6,KUNTA,,Virastotie 5 A,43800,KIVIJÄRVI,1978-03-15,
1.2.246.562.10.88533552647,RAUHALAN PÄIVÄKOTI,RAUHALAN PÄIVÄKOTI,34,['jm01'],kj98,HUITTULANTIE 125,37700,SÄÄKSMÄKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1998-08-01,,1.2.246.562.10.31723701897,Rantasalmen kunta,0166507-1,KUNTA,,Poikkitie 2,58900,RANTASALMI,1978-03-15,
1.2.246.562.10.88573218406,REPOKANKAAN PÄIVÄKOTI KYLLIKINKATU 10,REPOKANKAAN PÄIVÄKOTI KYLLIKINKATU 10,54,['jm01'],kj98,KYLLIKINKATU 10,78870,VARKAUS,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,1982-01-01,,1.2.246.562.10.763120342010,Heinolan kaupunki,1068892-9,KUNTA,,Rauhankatu 3,18100,HEINOLA,1996-11-27,
1.2.246.562.10.88576639533,Länsituulen päiväkoti,Länsituulen päiväkoti,239,['jm01'],kj98,Länsituuli 3,90830,HAUKIPUDAS,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,0,0,,2012-08-01,,1.2.246.562.10.89405728554,Parkanon kaupunki,0136311-0,KUNTA,,PARKANONTIE 37,39700,PARKANO,1978-03-15,
1.2.246.562.10.88578575230,Pääskyn päiväkoti,Pääskyn päiväkoti,24,['jm01'],kj98,Pääskyntie 6,38800,JÄMIJÄRVI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2005-01-01,,1.2.246.562.10.872068409910,Oripään kunta,0135869-6,KUNTA,,KOULUTIE 2,32500,ORIPÄÄ,1978-03-15,
1.2.246.562.10.88599644643,Päiväkoti Vunukka,Päiväkoti Vunukka,84,['jm01'],kj98,Soihtulantie 24,82900,Ilomantsi,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2018-08-01,,1.2.246.562.10.75467811917,Uudenkaupungin kaupunki,0144036-6,KUNTA,,Välskärintie 2 c,23500,UUSIKAUPUNKI,1978-03-15,
1.2.246.562.10.88613370712,Elämänkaaritalon päiväkoti,Elämänkaaritalon päiväkoti,45,['jm01'],kj98,Suvannonraitti 2,18100,HEINOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2001-01-01,,1.2.246.562.10.17226014128,Sievin kunta,0189615-2,KUNTA,,Haikolantie 16,85410,SIEVI,1978-03-15,
1.2.246.562.10.88614950249,PÄIVÄKOTI POLLE,PÄIVÄKOTI POLLE,186,['jm01'],kj98,VERSTASPIHANKATU 7-9,04400,JÄRVENPÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2015-02-02,,1.2.246.562.10.28817355796,Joensuun kaupunki,0242746-2,KUNTA,,Rantakatu 20,80100,JOENSUU,1978-12-17,
1.2.246.562.10.88639383624,Ankkarin päiväkoti,Ankkarin päiväkoti,70,['jm01'],kj98,Ankkarinraitti 8,33700,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2003-01-01,,1.2.246.562.10.90505033903,Kemijärven kaupunki,0191717-9,KUNTA,,HALLITUSKATU 4,98100,KEMIJÄRVI,1978-03-15,
1.2.246.562.10.88642559103,Päiväkoti Silkkilinna,Päiväkoti Silkkilinna,42,['jm01'],kj98,silkkiperäntie 13,43900,Kinnula,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-08-01,,1.2.246.562.10.29028188414,Kihniön kunta,0133862-8,KUNTA,,Kihniöntie 46,39820,KIHNIÖ,1978-03-15,
1.2.246.562.10.88655176696,Herralan päiväkoti,Herralan päiväkoti,10,['jm01'],kj98,Urheilukentäntie 2,16500,HERRALA,tm01,False,0,1,0,0,1,0,0,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.69530636864,Karijoen kunta,0178498-6,KUNTA,,KRISTIINANTIE 3,64350,KARIJOKI,1978-03-15,
1.2.246.562.10.88697393515,Esikoululaisten Epeli,Esikoululaisten Epeli,26,['jm01'],kj98,Jussintie 29,85410,SIEVI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2008-01-01,,1.2.246.562.10.28930522645,Säkylän kunta,0139937-5,KUNTA,,RANTATIE 268,27800,SÄKYLÄ,1978-03-15,
1.2.246.562.10.88757321851,PK Jäkälä,PK Jäkälä,49,['jm01'],kj98,Jäkälätie 11,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1988-08-01,,1.2.246.562.10.78057488765,Alavieskan kunta,0184674-5,KUNTA,,PAPPILANTIE 1,85200,ALAVIESKA,1978-03-15,
1.2.246.562.10.88761479182,PK Porolahti,PK Porolahti,208,['jm01'],kj98,Roihuvuorentie 3 H,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1974-09-16,,1.2.246.562.10.30971154908,Kauhajoen kaupunki,0178718-3,KUNTA,,Hallintoaukio,00000,,1978-03-15,
